Start City,End City,Route 1,Cost 1,Time 1,Route 2,Cost 2,Time 2,Route 3,Cost 3,Time 3,Route 4,Cost 4,Time 4,Route 5,Cost 5,Time 5
Chennai,Jalpaiguri,Chennai(air)Jalpaiguri,157.00,2.27,Chennai(road)Mumbai(rail)Jalpaiguri,94.00,6.22,Chennai(rail)Raipur(rail)Jalpaiguri,100.00,9.04,Chennai(road)Bhusawal(road)Jalpaiguri,111.00,6.08,Chennai(road)Gokak(rail)Jalpaiguri,112.00,10.61
Chennai,Pakur,Chennai(rail)Pakur,125.00,2.95,Chennai(rail)Patan(road)Pakur,104.00,6.63,Chennai(road)Ratnagiri(road)Pakur,116.00,7.81,Chennai(road)Sagar(rail)Pakur,117.00,10.97,Chennai(rail)Harihar(road)Pakur,118.00,12.94
Chennai,Sardarshahar,Chennai(road)Sardarshahar,121.00,2.68,Chennai(rail)Vizianagaram(rail)Sardarshahar,106.00,9.07,Chennai(rail)Channapatna(rail)Sardarshahar,107.00,12.41,Chennai(road)Lucknow(rail)Sardarshahar,118.00,9.55,Chennai(rail)Alipurduar(rail)Sardarshahar,120.00,12.32
Chennai,Sirohi,Chennai(air)Sirohi,387.00,2.83,Chennai(rail)Patan(road)Sirohi,93.00,6.22,Chennai(rail)Raipur(rail)Sirohi,97.00,8.68,Chennai(road)Lucknow(rail)Sirohi,112.00,7.71,Chennai(rail)Vizianagaram(road)Sirohi,115.00,8.74
Chennai,Jaysingpur,Chennai(road)Jaysingpur,85.00,3.05,Chennai(rail)Sirohi(road)Jaysingpur,121.00,11.65,Chennai(rail)Patan(rail)Jaysingpur,122.00,7.90,Chennai(road)Kollam(road)Jaysingpur,124.00,11.50,Chennai(road)Jadugora(road)Jaysingpur,124.00,8.43
Chennai,Ramanagara,Chennai(road)Ramanagara,124.00,3.09,Chennai(rail)Harihar(rail)Ramanagara,88.00,13.19,Chennai(rail)Patan(rail)Ramanagara,94.00,7.14,Chennai(rail)Huliyar(road)Ramanagara,109.00,10.04,Chennai(road)Bhusawal(rail)Ramanagara,114.00,10.38
Chennai,Hyderabad,Chennai(air)Hyderabad,377.00,1.99,Chennai(road)Gokak(rail)Hyderabad,104.00,8.19,Chennai(rail)Huliyar(road)Hyderabad,113.00,8.65,Chennai(road)Bhusawal(rail)Hyderabad,121.00,10.46,Chennai(rail)Belgaum(rail)Hyderabad,124.00,9.53
Chennai,Channapatna,Chennai(road)Channapatna,125.00,3.15,Chennai(rail)Sirohi(rail)Channapatna,105.00,12.14,Chennai(rail)Patan(rail)Channapatna,117.00,10.31,Chennai(rail)Harihar(rail)Channapatna,117.00,12.00,Chennai(road)Mumbai(rail)Channapatna,119.00,5.54
Chennai,Surendranagar,Chennai(road)Surendranagar,144.00,2.57,Chennai(rail)Patan(road)Surendranagar,90.00,7.41,Chennai(rail)Harihar(road)Surendranagar,107.00,9.47,Chennai(rail)Huliyar(rail)Surendranagar,110.00,10.65,Chennai(rail)Vizianagaram(road)Surendranagar,115.00,10.84
Chennai,Thiruvalla,Chennai(air)Thiruvalla,198.00,1.99,Chennai(rail)Vizianagaram(rail)Thiruvalla,96.00,10.21,Chennai(road)Mumbai(road)Thiruvalla,110.00,8.23,Chennai(road)Bhusawal(rail)Thiruvalla,111.00,10.35,Chennai(rail)Sirohi(road)Thiruvalla,119.00,10.80
Chennai,Ranebennur,Chennai(air)Kollam(road)Ranebennur,295.00,3.80,Chennai(rail)Huliyar(rail)Ranebennur,95.00,8.23,Chennai(road)Ranebennur,101.00,5.32,Chennai(road)Gokak(rail)Ranebennur,107.00,8.59,Chennai(rail)Belgaum(rail)Ranebennur,117.00,9.92
Chennai,Karaikal,Chennai(rail)Karaikal,97.00,4.43,Chennai(rail)Harihar(rail)Karaikal,94.00,13.78,Chennai(road)Gokak(rail)Karaikal,109.00,10.06,Chennai(rail)Raipur(rail)Karaikal,114.00,8.76,Chennai(road)Bhusawal(rail)Karaikal,117.00,7.54
Chennai,Belgaum,Chennai(road)Belgaum,110.00,2.22,Chennai(rail)Harihar(rail)Belgaum,91.00,10.96,Chennai(road)Kollam(rail)Belgaum,107.00,11.89,Chennai(rail)Sirohi(road)Belgaum,109.00,11.76,Chennai(road)Gokak(rail)Belgaum,110.00,8.89
Chennai,Chatrapur,Chennai(rail)Chatrapur,150.00,3.04,Chennai(rail)Raipur(rail)Chatrapur,89.00,11.92,Chennai(rail)Patan(rail)Chatrapur,101.00,8.83,Chennai(road)Ratnagiri(rail)Chatrapur,115.00,5.30,Chennai(rail)Vizianagaram(road)Chatrapur,119.00,10.34
Chennai,Suri,Chennai(rail)Suri,124.00,3.12,Chennai(rail)Vizianagaram(rail)Suri,106.00,11.42,Chennai(rail)Huliyar(rail)Suri,107.00,11.33,Chennai(rail)Raipur(rail)Suri,111.00,8.42,Chennai(rail)Patan(rail)Suri,122.00,9.11
Chennai,Bhubaneswar,Chennai(air)Delhi(air)Bhubaneswar,519.00,2.96,Chennai(rail)Vizianagaram(road)Bhubaneswar,112.00,10.63,Chennai(rail)Raipur(rail)Bhubaneswar,118.00,11.76,Chennai(road)Kollam(rail)Bhubaneswar,121.00,9.28,Chennai(rail)Channapatna(road)Bhubaneswar,123.00,11.59
Chennai,Mahuva,Chennai(road)Mahuva,65.00,2.71,Chennai(rail)Patan(road)Mahuva,104.00,9.65,Chennai(rail)Vizianagaram(rail)Mahuva,110.00,8.09,Chennai(road)Kollam(road)Mahuva,118.00,10.45,Chennai(rail)Huliyar(rail)Mahuva,120.00,10.56
Chennai,Jagadhri,Chennai(rail)Jagadhri,134.00,3.27,Chennai(rail)Vizianagaram(rail)Jagadhri,93.00,11.00,Chennai(road)Jadugora(rail)Jagadhri,114.00,10.77,Chennai(rail)Channapatna(road)Jagadhri,115.00,10.22,Chennai(road)Kollam(road)Jagadhri,116.00,10.26
Chennai,Barh,Chennai(air)Kollam(road)Barh,365.00,3.36,Chennai(rail)Patan(road)Barh,96.00,6.54,Chennai(rail)Huliyar(rail)Barh,99.00,11.69,Chennai(rail)Channapatna(rail)Barh,104.00,12.06,Chennai(rail)Raipur(rail)Barh,110.00,8.03
Chennai,Bhusawal,Chennai(road)Bhusawal,60.00,4.01,Chennai(rail)Harihar(rail)Bhusawal,95.00,11.53,Chennai(road)Mumbai(rail)Bhusawal,104.00,8.91,Chennai(rail)Huliyar(rail)Bhusawal,107.00,10.15,Chennai(rail)Sirohi(rail)Bhusawal,125.00,11.50
Chennai,Alipurduar,Chennai(road)Huliyar(road)Alipurduar,143.00,4.72,Chennai(rail)Alipurduar,75.00,5.35,Chennai(rail)Harihar(rail)Alipurduar,101.00,11.86,Chennai(rail)Belgaum(rail)Alipurduar,110.00,10.19,Chennai(road)Bhusawal(rail)Alipurduar,126.00,7.08
Chennai,Kollam,Chennai(air)Kollam,230.00,1.34,Chennai(rail)Sirohi(rail)Kollam,92.00,9.82,Chennai(rail)Patan(rail)Kollam,116.00,8.45,Chennai(rail)Huliyar(road)Kollam,119.00,8.33,Chennai(road)Ratnagiri(rail)Kollam,126.00,9.06
Chennai,Medinipur,Chennai(air)Delhi(road)Medinipur,539.00,4.15,Chennai(rail)Harihar(road)Medinipur,96.00,11.47,Chennai(rail)Medinipur,98.00,6.03,Chennai(rail)Patan(rail)Medinipur,100.00,6.23,Chennai(road)Kollam(road)Medinipur,119.00,8.94
Chennai,Patan,Chennai(rail)Patan,40.00,3.73,Chennai(road)Gokak(road)Patan,112.00,10.47,Chennai(road)Durg(rail)Patan,112.00,9.56,Chennai(rail)Raipur(road)Patan,114.00,10.11,Chennai(rail)Belgaum(rail)Patan,117.00,8.65
Chennai,Mettur,Chennai(rail)Mettur,142.00,2.79,Chennai(rail)Harihar(road)Mettur,102.00,11.06,Chennai(rail)Patan(road)Mettur,103.00,9.54,Chennai(rail)Vizianagaram(rail)Mettur,125.00,10.18,Chennai(road)Gokak(rail)Mettur,133.00,11.99
Chennai,Huliyar,Chennai(road)Huliyar,57.00,2.31,Chennai(rail)Patan(rail)Huliyar,88.00,7.40,Chennai(rail)Raipur(rail)Huliyar,95.00,10.54,Chennai(rail)Sirohi(rail)Huliyar,99.00,12.57,Chennai(road)Durg(road)Huliyar,126.00,7.72
Chennai,Harihar,Chennai(air)Kollam(air)Harihar,495.00,2.38,Chennai(rail)Harihar,44.00,6.99,Chennai(rail)Sirohi(rail)Harihar,92.00,10.35,Chennai(rail)Patan(rail)Harihar,102.00,8.78,Chennai(rail)Channapatna(rail)Harihar,104.00,12.86
Chennai,Rasayani,Chennai(air)Hyderabad(road)Rasayani,459.00,4.02,Chennai(road)Rasayani,85.00,5.58,Chennai(rail)Vizianagaram(rail)Rasayani,95.00,10.67,Chennai(road)Lucknow(rail)Rasayani,102.00,10.83,Chennai(rail)Sirohi(road)Rasayani,109.00,11.20
Chennai,Haringhata,Chennai(road)Haringhata,153.00,2.42,Chennai(road)Gokak(road)Haringhata,112.00,11.03,Chennai(rail)Harihar(rail)Haringhata,119.00,13.21,Chennai(rail)Belgaum(road)Haringhata,120.00,10.36,Chennai(rail)Sirohi(road)Haringhata,122.00,8.86
Chennai,Kushtagi,Chennai(rail)Kushtagi,174.00,2.88,Chennai(road)Mumbai(rail)Kushtagi,98.00,5.53,Chennai(rail)Belgaum(rail)Kushtagi,110.00,9.21,Chennai(rail)Patan(rail)Kushtagi,111.00,7.34,Chennai(road)Gokak(road)Kushtagi,115.00,9.54
Chennai,Jadugora,Chennai(air)Kollam(road)Jadugora,374.00,4.06,Chennai(road)Jadugora,69.00,4.84,Chennai(rail)Harihar(rail)Jadugora,89.00,13.80,Chennai(road)Mahuva(rail)Jadugora,116.00,8.02,Chennai(rail)Vizianagaram(rail)Jadugora,117.00,11.70
Chennai,Orai,Chennai(air)Delhi(rail)Orai,521.00,4.25,Chennai(road)Orai,114.00,5.84,Chennai(road)Gokak(rail)Orai,115.00,11.98,Chennai(road)Mahuva(rail)Orai,119.00,5.31,Chennai(rail)Raipur(rail)Orai,120.00,11.23
Chennai,Surajpur,Chennai(rail)Surajpur,160.00,2.78,Chennai(rail)Sirohi(rail)Surajpur,96.00,12.66,Chennai(rail)Raipur(rail)Surajpur,98.00,10.34,Chennai(rail)Patan(rail)Surajpur,99.00,8.45,Chennai(rail)Harihar(road)Surajpur,101.00,11.98
Chennai,Ambernath,Chennai(road)Ambernath,128.00,2.37,Chennai(rail)Sirohi(rail)Ambernath,98.00,12.45,Chennai(rail)Channapatna(rail)Ambernath,110.00,10.83,Chennai(road)Jadugora(rail)Ambernath,114.00,7.77,Chennai(rail)Patan(rail)Ambernath,118.00,10.51
Chennai,Malerkotla,Chennai(air)Ratnagiri(rail)Malerkotla,453.00,4.14,Chennai(rail)Harihar(rail)Malerkotla,93.00,9.79,Chennai(rail)Vizianagaram(road)Malerkotla,96.00,7.15,Chennai(road)Bhusawal(rail)Malerkotla,106.00,8.92,Chennai(rail)Huliyar(rail)Malerkotla,120.00,10.44
Chennai,Jorapokhar,Chennai(road)Jorapokhar,195.00,3.01,Chennai(road)Bhusawal(rail)Jorapokhar,101.00,6.78,Chennai(road)Gokak(rail)Jorapokhar,109.00,12.42,Chennai(rail)Patan(road)Jorapokhar,112.00,8.97,Chennai(rail)Belgaum(rail)Jorapokhar,116.00,11.18
Chennai,Vizianagaram,Chennai(road)Belgaum(road)Vizianagaram,293.00,4.23,Chennai(rail)Vizianagaram,46.00,5.15,Chennai(rail)Sirohi(rail)Vizianagaram,102.00,11.95,Chennai(road)Mumbai(rail)Vizianagaram,115.00,6.47,Chennai(road)Durg(rail)Vizianagaram,115.00,7.11
Chennai,Durg,Chennai(rail)Durg,124.00,2.73,Chennai(road)Bhusawal(rail)Durg,100.00,10.20,Chennai(rail)Patan(road)Durg,104.00,9.05,Chennai(rail)Sirohi(rail)Durg,106.00,10.89,Chennai(road)Jadugora(rail)Durg,113.00,8.11
Chennai,Himmatnagar,Chennai(road)Himmatnagar,137.00,2.86,Chennai(rail)Vizianagaram(rail)Himmatnagar,111.00,9.89,Chennai(road)Gokak(rail)Himmatnagar,115.00,9.11,Chennai(rail)Raipur(road)Himmatnagar,120.00,8.67,Chennai(road)Bhusawal(rail)Himmatnagar,123.00,7.86
Chittorgarh,Chennai,Chittorgarh(rail)Chennai,83.00,3.53,Chittorgarh(rail)Gokak(rail)Chennai,86.00,10.21,Chittorgarh(rail)Bhubaneswar(rail)Chennai,112.00,8.87,Chittorgarh(road)Barh(rail)Chennai,118.00,5.67,Chittorgarh(rail)Hyderabad(road)Chennai,119.00,10.18
Chittorgarh,Ratnagiri,Chittorgarh(rail)Ratnagiri,138.00,3.40,Chittorgarh(rail)Suri(rail)Ratnagiri,124.00,13.77,Chittorgarh(rail)Hyderabad(rail)Ratnagiri,128.00,9.72,Chittorgarh(rail)Patan(rail)Ratnagiri,132.00,8.78,Chittorgarh(rail)Jalpaiguri(road)Ratnagiri,134.00,9.30
Chittorgarh,Goregaon,Chittorgarh(road)Mumbai(road)Goregaon,256.00,4.71,Chittorgarh(rail)Goregaon,102.00,6.09,Chittorgarh(rail)Gokak(rail)Goregaon,109.00,7.95,Chittorgarh(rail)Ranebennur(rail)Goregaon,119.00,13.10,Chittorgarh(rail)Suri(rail)Goregaon,126.00,12.98
Chittorgarh,Pindwara,Chittorgarh(road)Pindwara,72.00,4.43,Chittorgarh(rail)Mettur(rail)Pindwara,121.00,9.72,Chittorgarh(road)Haringhata(rail)Pindwara,127.00,8.58,Chittorgarh(rail)Jalpaiguri(road)Pindwara,128.00,11.77,Chittorgarh(road)Huliyar(rail)Pindwara,135.00,10.85
Chittorgarh,Raipur,Chittorgarh(rail)Raipur,135.00,2.97,Chittorgarh(rail)Jalpaiguri(rail)Raipur,96.00,12.10,Chittorgarh(rail)Bhubaneswar(rail)Raipur,116.00,9.02,Chittorgarh(rail)Suri(rail)Raipur,120.00,9.53,Chittorgarh(rail)Lucknow(road)Raipur,127.00,7.17
Chittorgarh,Gokak,Chittorgarh(road)Gokak,63.00,3.40,Chittorgarh(rail)Lucknow(road)Gokak,120.00,6.56,Chittorgarh(road)Mahuva(road)Gokak,130.00,4.80,Chittorgarh(rail)Karaikal(rail)Gokak,136.00,9.30,Chittorgarh(rail)Hyderabad(road)Gokak,137.00,9.84
Chittorgarh,Lucknow,Chittorgarh(road)Lucknow,80.00,3.17,Chittorgarh(rail)Bhubaneswar(rail)Lucknow,110.00,7.97,Chittorgarh(rail)Suri(rail)Lucknow,116.00,12.11,Chittorgarh(rail)Jalpaiguri(road)Lucknow,127.00,9.05,Chittorgarh(rail)Ranebennur(road)Lucknow,127.00,12.23
Chittorgarh,Delhi,Chittorgarh(rail)Delhi,87.00,2.58,Chittorgarh(rail)Jalpaiguri(rail)Delhi,111.00,12.61,Chittorgarh(rail)Bhubaneswar(rail)Delhi,112.00,10.66,Chittorgarh(rail)Suri(road)Delhi,127.00,11.10,Chittorgarh(road)Bhusawal(road)Delhi,136.00,9.14
Chittorgarh,Mumbai,Chittorgarh(road)Mumbai,149.00,2.61,Chittorgarh(rail)Gokak(rail)Mumbai,88.00,7.36,Chittorgarh(road)Bhusawal(rail)Mumbai,120.00,12.24,Chittorgarh(rail)Himmatnagar(road)Mumbai,128.00,10.66,Chittorgarh(road)Mahuva(rail)Mumbai,132.00,5.58
Chittorgarh,Sagar,Chittorgarh(road)Sagar,160.00,2.54,Chittorgarh(rail)Ranebennur(rail)Sagar,114.00,10.33,Chittorgarh(rail)Hyderabad(rail)Sagar,119.00,8.78,Chittorgarh(road)Malerkotla(road)Sagar,126.00,8.20,Chittorgarh(rail)Jaysingpur(road)Sagar,132.00,7.44
Chittorgarh,Jalpaiguri,Chittorgarh(road)Sagar(air)Jalpaiguri,596.00,3.95,Chittorgarh(rail)Jalpaiguri,50.00,6.00,Chittorgarh(rail)Gokak(rail)Jalpaiguri,95.00,8.78,Chittorgarh(rail)Ranebennur(rail)Jalpaiguri,114.00,10.62,Chittorgarh(road)Bhusawal(road)Jalpaiguri,121.00,7.68
Chittorgarh,Pakur,Chittorgarh(road)Pakur,181.00,4.73,Chittorgarh(rail)Gokak(road)Pakur,110.00,7.47,Chittorgarh(rail)Ranebennur(road)Pakur,112.00,8.86,Chittorgarh(rail)Hyderabad(road)Pakur,114.00,10.01,Chittorgarh(rail)Medinipur(rail)Pakur,125.00,9.48
Chittorgarh,Sardarshahar,Chittorgarh(road)Surajpur(road)Sardarshahar,181.00,4.61,Chittorgarh(rail)Sardarshahar,79.00,6.94,Chittorgarh(rail)Bhubaneswar(rail)Sardarshahar,104.00,8.59,Chittorgarh(rail)Gokak(road)Sardarshahar,109.00,6.44,Chittorgarh(rail)Hyderabad(road)Sardarshahar,109.00,8.02
Chittorgarh,Sirohi,Chittorgarh(road)Mumbai(air)Sirohi,525.00,4.39,Chittorgarh(rail)Jalpaiguri(rail)Sirohi,90.00,9.29,Chittorgarh(rail)Lucknow(rail)Sirohi,119.00,7.43,Chittorgarh(rail)Hyderabad(rail)Sirohi,121.00,7.82,Chittorgarh(rail)Patan(road)Sirohi,123.00,5.24
Chittorgarh,Jaysingpur,Chittorgarh(road)Jaysingpur,182.00,4.37,Chittorgarh(rail)Himmatnagar(rail)Jaysingpur,121.00,8.91,Chittorgarh(road)Barh(rail)Jaysingpur,123.00,6.82,Chittorgarh(rail)Suri(rail)Jaysingpur,128.00,12.10,Chittorgarh(rail)Hyderabad(rail)Jaysingpur,132.00,8.09
Chittorgarh,Ramanagara,Chittorgarh(road)Ramanagara,162.00,4.05,Chittorgarh(road)Pindwara(rail)Ramanagara,119.00,9.49,Chittorgarh(rail)Hyderabad(rail)Ramanagara,121.00,11.21,Chittorgarh(rail)Patan(rail)Ramanagara,124.00,6.16,Chittorgarh(road)Bhusawal(rail)Ramanagara,124.00,11.98
Chittorgarh,Hyderabad,Chittorgarh(road)Hyderabad,85.00,3.63,Chittorgarh(rail)Gokak(rail)Hyderabad,87.00,6.36,Chittorgarh(rail)Jalpaiguri(rail)Hyderabad,109.00,9.33,Chittorgarh(rail)Himmatnagar(rail)Hyderabad,125.00,10.88,Chittorgarh(rail)Sardarshahar(rail)Hyderabad,128.00,11.67
Chittorgarh,Channapatna,Chittorgarh(road)Channapatna,101.00,2.61,Chittorgarh(rail)Gokak(rail)Channapatna,106.00,8.13,Chittorgarh(rail)Ranebennur(rail)Channapatna,108.00,12.13,Chittorgarh(rail)Himmatnagar(rail)Channapatna,115.00,12.44,Chittorgarh(rail)Jalpaiguri(road)Channapatna,116.00,9.02
Chittorgarh,Surendranagar,Chittorgarh(road)Surendranagar,129.00,5.15,Chittorgarh(rail)Patan(road)Surendranagar,120.00,6.43,Chittorgarh(rail)Jalpaiguri(rail)Surendranagar,123.00,9.27,Chittorgarh(rail)Sardarshahar(rail)Surendranagar,126.00,13.09,Chittorgarh(road)Barh(road)Surendranagar,134.00,7.74
Chittorgarh,Thiruvalla,Chittorgarh(road)Mumbai(air)Thiruvalla,401.00,3.99,Chittorgarh(road)Haringhata(road)Thiruvalla,116.00,9.00,Chittorgarh(rail)Mettur(rail)Thiruvalla,116.00,11.61,Chittorgarh(road)Bhusawal(rail)Thiruvalla,121.00,11.95,Chittorgarh(rail)Ranebennur(road)Thiruvalla,126.00,10.00
Chittorgarh,Ranebennur,Chittorgarh(road)Ranebennur,137.00,3.56,Chittorgarh(rail)Gokak(rail)Ranebennur,90.00,6.76,Chittorgarh(rail)Jalpaiguri(road)Ranebennur,103.00,9.27,Chittorgarh(rail)Hyderabad(rail)Ranebennur,108.00,7.86,Chittorgarh(road)Barh(road)Ranebennur,120.00,5.57
Chittorgarh,Karaikal,Chittorgarh(rail)Karaikal,86.00,5.10,Chittorgarh(rail)Gokak(rail)Karaikal,92.00,8.23,Chittorgarh(rail)Jalpaiguri(rail)Karaikal,117.00,9.48,Chittorgarh(rail)Jaysingpur(rail)Karaikal,120.00,10.92,Chittorgarh(rail)Hyderabad(road)Karaikal,124.00,10.87
Chittorgarh,Belgaum,Chittorgarh(road)Belgaum,128.00,4.17,Chittorgarh(rail)Gokak(rail)Belgaum,93.00,7.06,Chittorgarh(road)Haringhata(rail)Belgaum,107.00,9.51,Chittorgarh(rail)Jalpaiguri(rail)Belgaum,116.00,8.71,Chittorgarh(rail)Lucknow(rail)Belgaum,129.00,10.87
Chittorgarh,Chatrapur,Chittorgarh(road)Chatrapur,195.00,3.53,Chittorgarh(rail)Jalpaiguri(road)Chatrapur,111.00,10.62,Chittorgarh(rail)Bhubaneswar(road)Chatrapur,118.00,7.15,Chittorgarh(rail)Suri(rail)Chatrapur,128.00,10.25,Chittorgarh(rail)Patan(rail)Chatrapur,131.00,7.85
Chittorgarh,Suri,Chittorgarh(road)Sagar(air)Suri,493.00,4.70,Chittorgarh(rail)Suri,76.00,6.80,Chittorgarh(rail)Ranebennur(rail)Suri,111.00,11.63,Chittorgarh(road)Barh(rail)Suri,112.00,9.53,Chittorgarh(rail)Jalpaiguri(rail)Suri,124.00,12.60
Chittorgarh,Bhubaneswar,Chittorgarh(rail)Bhubaneswar,62.00,3.71,Chittorgarh(road)Malerkotla(rail)Bhubaneswar,110.00,6.57,Chittorgarh(road)Barh(rail)Bhubaneswar,111.00,6.35,Chittorgarh(rail)Jalpaiguri(rail)Bhubaneswar,116.00,9.96,Chittorgarh(rail)Karaikal(rail)Bhubaneswar,131.00,11.33
Chittorgarh,Mahuva,Chittorgarh(road)Mahuva,78.00,2.22,Chittorgarh(road)Pindwara(rail)Mahuva,119.00,10.81,Chittorgarh(road)Haringhata(road)Mahuva,120.00,9.15,Chittorgarh(rail)Gokak(road)Mahuva,126.00,8.03,Chittorgarh(rail)Mettur(rail)Mahuva,127.00,10.97
Chittorgarh,Jagadhri,Chittorgarh(road)Jagadhri,91.00,2.25,Chittorgarh(road)Haringhata(rail)Jagadhri,123.00,11.67,Chittorgarh(rail)Medinipur(rail)Jagadhri,134.00,8.41,Chittorgarh(rail)Jalpaiguri(road)Jagadhri,135.00,11.27,Chittorgarh(rail)Lucknow(rail)Jagadhri,136.00,10.32
Chittorgarh,Barh,Chittorgarh(road)Barh,69.00,2.55,Chittorgarh(rail)Gokak(rail)Barh,102.00,10.74,Chittorgarh(rail)Ranebennur(rail)Barh,112.00,13.38,Chittorgarh(rail)Himmatnagar(rail)Barh,117.00,9.59,Chittorgarh(rail)Patan(road)Barh,126.00,5.56
Chittorgarh,Bhusawal,Chittorgarh(road)Barh(road)Bhusawal,259.00,4.66,Chittorgarh(road)Bhusawal,70.00,5.61,Chittorgarh(rail)Hyderabad(rail)Bhusawal,97.00,10.94,Chittorgarh(rail)Ranebennur(road)Bhusawal,109.00,9.31,Chittorgarh(road)Haringhata(road)Bhusawal,119.00,8.90
Chittorgarh,Alipurduar,Chittorgarh(rail)Alipurduar,117.00,3.71,Chittorgarh(rail)Gokak(road)Alipurduar,123.00,7.03,Chittorgarh(rail)Bhubaneswar(rail)Alipurduar,125.00,10.48,Chittorgarh(road)Pindwara(rail)Alipurduar,125.00,8.65,Chittorgarh(rail)Himmatnagar(rail)Alipurduar,128.00,12.31
Chittorgarh,Kollam,Chittorgarh(road)Kollam,181.00,3.12,Chittorgarh(road)Haringhata(rail)Kollam,114.00,8.30,Chittorgarh(rail)Bhubaneswar(rail)Kollam,119.00,10.22,Chittorgarh(rail)Mettur(rail)Kollam,120.00,11.54,Chittorgarh(road)Pindwara(rail)Kollam,130.00,9.72
Chittorgarh,Medinipur,Chittorgarh(rail)Medinipur,85.00,2.92,Chittorgarh(road)Malerkotla(rail)Medinipur,110.00,8.50,Chittorgarh(rail)Sardarshahar(rail)Medinipur,127.00,10.99,Chittorgarh(rail)Patan(rail)Medinipur,130.00,5.25,Chittorgarh(rail)Suri(road)Medinipur,130.00,9.37
Chittorgarh,Patan,Chittorgarh(rail)Patan,70.00,2.75,Chittorgarh(rail)Gokak(road)Patan,95.00,8.64,Chittorgarh(rail)Chennai(rail)Patan,123.00,7.26,Chittorgarh(road)Durg(rail)Patan,132.00,9.08,Chittorgarh(rail)Mettur(rail)Patan,134.00,8.97
Chittorgarh,Mettur,Chittorgarh(road)Jagadhri(road)Mettur,231.00,4.26,Chittorgarh(rail)Mettur,76.00,5.64,Chittorgarh(road)Barh(rail)Mettur,110.00,8.11,Chittorgarh(rail)Gokak(rail)Mettur,116.00,10.16,Chittorgarh(rail)Sardarshahar(rail)Mettur,126.00,9.64
