Start City,End City,Route 1,Cost 1,Time 1,Route 2,Cost 2,Time 2,Route 3,Cost 3,Time 3,Route 4,Cost 4,Time 4,Route 5,Cost 5,Time 5
Chennai,Barh,Chennai(rail)Barh,70.00,6.46,Chennai(rail)Jadugora(rail)Barh,91.00,10.60,Chennai(road)Haringhata(rail)Barh,107.00,9.32,Chennai(rail)Huliyar(rail)Barh,111.00,7.84,Chennai(rail)Malerkotla(rail)Barh,118.00,11.93
Chennai,Bhusawal,Chennai(rail)Bhusawal,86.00,5.15,Chennai(road)Haringhata(rail)Bhusawal,97.00,10.25,Chennai(rail)Jadugora(road)Bhusawal,99.00,7.07,Chennai(rail)Goregaon(rail)Bhusawal,112.00,11.46,Chennai(rail)Malerkotla(road)Bhusawal,119.00,10.46
Chennai,Alipurduar,Chennai(road)Alipurduar,82.00,4.54,Chennai(rail)Jadugora(rail)Alipurduar,85.00,8.31,Chennai(rail)Durg(rail)Alipurduar,97.00,11.79,Chennai(road)Surajpur(road)Alipurduar,110.00,4.90,Chennai(road)Ramanagara(rail)Alipurduar,114.00,8.95
Chennai,Kollam,Chennai(rail)Kollam,69.00,3.38,Chennai(road)Haringhata(rail)Kollam,112.00,8.40,Chennai(rail)Karaikal(road)Kollam,112.00,6.68,Chennai(road)Surajpur(road)Kollam,115.00,7.52,Chennai(rail)Durg(road)Kollam,119.00,8.62
Chennai,Medinipur,Chennai(road)Haringhata(rail)Medinipur,100.00,10.99,Chennai(rail)Suri(road)Medinipur,104.00,5.45,Chennai(rail)Mumbai(road)Medinipur,106.00,7.48,Chennai(road)Ramanagara(road)Medinipur,107.00,7.26,Chennai(rail)Jadugora(rail)Medinipur,112.00,8.51
Chennai,Patan,Chennai(rail)Mumbai(rail)Patan,94.00,9.42,Chennai(rail)Mahuva(rail)Patan,100.00,9.86,Chennai(road)Haringhata(rail)Patan,114.00,10.25,Chennai(rail)Kollam(rail)Patan,117.00,10.06,Chennai(road)Gokak(road)Patan,119.00,7.91
Chennai,Mettur,Chennai(rail)Mettur,75.00,3.53,Chennai(rail)Jorapokhar(rail)Mettur,105.00,10.06,Chennai(rail)Pakur(road)Mettur,111.00,10.29,Chennai(road)Surajpur(rail)Mettur,118.00,7.49,Chennai(road)Gokak(rail)Mettur,125.00,4.95
Chennai,Huliyar,Chennai(rail)Huliyar,53.00,4.58,Chennai(rail)Malerkotla(rail)Huliyar,103.00,12.44,Chennai(rail)Mumbai(road)Huliyar,103.00,7.51,Chennai(rail)Mahuva(rail)Huliyar,103.00,11.43,Chennai(rail)Jorapokhar(rail)Huliyar,108.00,8.52
Chennai,Harihar,Chennai(rail)Pakur(rail)Harihar,103.00,10.83,Chennai(rail)Karaikal(rail)Harihar,105.00,6.01,Chennai(rail)Malerkotla(rail)Harihar,107.00,10.08,Chennai(rail)Rasayani(road)Harihar,113.00,8.67,Chennai(rail)Durg(road)Harihar,113.00,10.97
Chennai,Rasayani,Chennai(rail)Rasayani,50.00,6.66,Chennai(rail)Huliyar(rail)Rasayani,95.00,7.55,Chennai(road)Haringhata(road)Rasayani,103.00,11.22,Chennai(rail)Jadugora(rail)Rasayani,106.00,10.42,Chennai(rail)Mahuva(road)Rasayani,114.00,9.72
Chennai,Haringhata,Chennai(road)Haringhata,51.00,5.69,Chennai(rail)Pakur(rail)Haringhata,94.00,8.24,Chennai(rail)Huliyar(rail)Haringhata,101.00,9.42,Chennai(rail)Karaikal(road)Haringhata,105.00,5.45,Chennai(rail)Durg(rail)Haringhata,106.00,9.92
Chennai,Kushtagi,Chennai(rail)Suri(rail)Kushtagi,98.00,7.75,Chennai(rail)Durg(rail)Kushtagi,100.00,10.12,Chennai(rail)Huliyar(rail)Kushtagi,104.00,10.99,Chennai(rail)Mahuva(road)Kushtagi,112.00,8.88,Chennai(rail)Kushtagi,117.00,4.49
Chennai,Jadugora,Chennai(rail)Jadugora,42.00,4.30,Chennai(rail)Pakur(rail)Jadugora,100.00,8.00,Chennai(road)Ramanagara(rail)Jadugora,100.00,7.19,Chennai(rail)Goregaon(rail)Jadugora,107.00,12.69,Chennai(rail)Mahuva(rail)Jadugora,109.00,10.00
Chennai,Orai,Chennai(road)Orai,62.00,5.46,Chennai(road)Ramanagara(road)Orai,101.00,7.24,Chennai(rail)Jadugora(rail)Orai,113.00,8.26,Chennai(rail)Mettur(rail)Orai,119.00,9.73,Chennai(road)Himmatnagar(road)Orai,123.00,7.33
Chennai,Surajpur,Chennai(road)Surajpur,60.00,2.02,Chennai(rail)Huliyar(road)Surajpur,109.00,7.78,Chennai(rail)Malerkotla(road)Surajpur,113.00,10.22,Chennai(road)Ramanagara(road)Surajpur,122.00,8.68,Chennai(rail)Jadugora(rail)Vizianagaram(rail)Surajpur,125.00,14.92
Chennai,Ambernath,Chennai(rail)Rasayani(rail)Ambernath,93.00,12.29,Chennai(rail)Malerkotla(road)Ambernath,101.00,9.36,Chennai(rail)Mumbai(rail)Ambernath,108.00,8.21,Chennai(rail)Pakur(road)Ambernath,112.00,8.03,Chennai(rail)Mahuva(road)Ambernath,114.00,10.48
Chennai,Malerkotla,Chennai(rail)Malerkotla,45.00,6.57,Chennai(rail)Jadugora(rail)Malerkotla,92.00,9.35,Chennai(rail)Pakur(road)Malerkotla,101.00,10.11,Chennai(rail)Suri(road)Malerkotla,102.00,6.99,Chennai(rail)Mahuva(road)Malerkotla,112.00,11.27
Chennai,Jorapokhar,Chennai(rail)Jorapokhar,56.00,5.67,Chennai(rail)Pakur(rail)Jorapokhar,85.00,7.58,Chennai(rail)Mahuva(rail)Jorapokhar,104.00,9.68,Chennai(road)Himmatnagar(rail)Jorapokhar,118.00,8.02,Chennai(rail)Goregaon(road)Jorapokhar,123.00,11.69
Chennai,Vizianagaram,Chennai(rail)Jadugora(rail)Vizianagaram,82.00,9.91,Chennai(road)Vizianagaram,83.00,4.19,Chennai(rail)Huliyar(rail)Vizianagaram,106.00,7.13,Chennai(road)Surajpur(road)Vizianagaram,111.00,5.67,Chennai(road)Haringhata(road)Vizianagaram,112.00,9.01
Chennai,Durg,Chennai(rail)Durg,56.00,6.52,Chennai(rail)Suri(rail)Durg,94.00,9.76,Chennai(rail)Rasayani(rail)Durg,102.00,10.96,Chennai(road)Bhubaneswar(rail)Durg,112.00,5.79,Chennai(rail)Mumbai(road)Durg,115.00,9.44
Chennai,Himmatnagar,Chennai(road)Himmatnagar,73.00,2.14,Chennai(rail)Kollam(rail)Himmatnagar,109.00,7.29,Chennai(road)Surajpur(rail)Himmatnagar,113.00,7.27,Chennai(rail)Mumbai(road)Himmatnagar,115.00,6.74,Chennai(rail)Suri(rail)Himmatnagar,116.00,9.49
Chittorgarh,Chennai,Chittorgarh(rail)Medinipur(rail)Chennai,100.00,12.41,Chittorgarh(road)Hyderabad(rail)Chennai,105.00,12.27,Chittorgarh(rail)Karaikal(road)Chennai,109.00,5.14,Chittorgarh(road)Bhusawal(rail)Chennai,131.00,7.43,Chittorgarh(rail)Haringhata(rail)Chennai,133.00,10.26
Chittorgarh,Ratnagiri,Chittorgarh(rail)Ratnagiri,99.00,6.03,Chittorgarh(rail)Karaikal(rail)Ratnagiri,106.00,10.00,Chittorgarh(rail)Medinipur(rail)Ratnagiri,107.00,10.86,Chittorgarh(road)Pindwara(rail)Ratnagiri,119.00,10.16,Chittorgarh(rail)Jaysingpur(road)Ratnagiri,120.00,7.69
Chittorgarh,Goregaon,Chittorgarh(road)Bhubaneswar(rail)Goregaon,95.00,6.81,Chittorgarh(road)Bhusawal(road)Goregaon,107.00,8.97,Chittorgarh(rail)Delhi(rail)Goregaon,111.00,5.37,Chittorgarh(rail)Karaikal(road)Goregaon,112.00,6.30,Chittorgarh(rail)Harihar(road)Goregaon,117.00,6.45
Chittorgarh,Pindwara,Chittorgarh(road)Pindwara,64.00,3.31,Chittorgarh(road)Channapatna(rail)Pindwara,112.00,10.71,Chittorgarh(road)Hyderabad(road)Pindwara,122.00,10.16,Chittorgarh(rail)Delhi(road)Pindwara,124.00,6.90,Chittorgarh(road)Bhusawal(rail)Pindwara,127.00,8.70
Chittorgarh,Raipur,Chittorgarh(road)Bhusawal(rail)Raipur,97.00,7.95,Chittorgarh(road)Bhubaneswar(rail)Raipur,106.00,7.73,Chittorgarh(rail)Karaikal(rail)Raipur,107.00,8.82,Chittorgarh(rail)Raipur,110.00,3.28,Chittorgarh(rail)Delhi(road)Raipur,123.00,8.74
Chittorgarh,Gokak,Chittorgarh(road)Hyderabad(rail)Gokak,115.00,12.41,Chittorgarh(rail)Chatrapur(rail)Gokak,118.00,8.04,Chittorgarh(rail)Harihar(road)Gokak,121.00,7.07,Chittorgarh(rail)Jaysingpur(rail)Gokak,125.00,11.45,Chittorgarh(road)Himmatnagar(rail)Gokak,125.00,9.11
Chittorgarh,Lucknow,Chittorgarh(rail)Karaikal(road)Lucknow,96.00,9.12,Chittorgarh(rail)Sagar(road)Lucknow,111.00,8.36,Chittorgarh(road)Bhubaneswar(road)Lucknow,118.00,9.27,N/A,N/A,N/A,N/A,N/A,N/A
Chittorgarh,Delhi,Chittorgarh(rail)Delhi,50.00,2.78,Chittorgarh(rail)Harihar(rail)Delhi,95.00,8.80,Chittorgarh(road)Rasayani(rail)Delhi,118.00,10.15,Chittorgarh(rail)Haringhata(rail)Delhi,136.00,11.29,Chittorgarh(rail)Karaikal(rail)Harihar(rail)Delhi,137.00,11.10
Chittorgarh,Mumbai,Chittorgarh(rail)Mumbai,91.00,3.53,Chittorgarh(rail)Delhi(rail)Mumbai,102.00,6.86,Chittorgarh(rail)Chatrapur(rail)Mumbai,105.00,6.61,Chittorgarh(rail)Haringhata(rail)Mumbai,116.00,9.64,Chittorgarh(road)Bhusawal(rail)Mumbai,121.00,8.88
Chittorgarh,Sagar,Chittorgarh(rail)Sagar,61.00,5.84,Chittorgarh(road)Pindwara(rail)Sagar,107.00,5.84,Chittorgarh(rail)Harihar(road)Sagar,113.00,7.53,Chittorgarh(road)Bhubaneswar(road)Sagar,118.00,9.38,Chittorgarh(road)Hyderabad(rail)Sagar,121.00,12.85
Chittorgarh,Jalpaiguri,Chittorgarh(rail)Jalpaiguri,81.00,5.02,Chittorgarh(rail)Delhi(road)Jalpaiguri,111.00,6.64,Chittorgarh(rail)Harihar(road)Jalpaiguri,111.00,8.09,Chittorgarh(road)Hyderabad(road)Jalpaiguri,113.00,11.37,Chittorgarh(road)Bhusawal(rail)Jalpaiguri,118.00,7.58
Chittorgarh,Pakur,Chittorgarh(rail)Delhi(rail)Pakur,109.00,8.33,Chittorgarh(rail)Medinipur(rail)Pakur,109.00,9.72,Chittorgarh(rail)Karaikal(road)Pakur,125.00,8.38,Chittorgarh(rail)Harihar(road)Pakur,126.00,8.95,Chittorgarh(road)Bhubaneswar(road)Pakur,127.00,6.92
Chittorgarh,Sardarshahar,Chittorgarh(rail)Delhi(rail)Sardarshahar,95.00,6.42,Chittorgarh(rail)Karaikal(rail)Sardarshahar,97.00,5.99,Chittorgarh(road)Bhubaneswar(rail)Sardarshahar,113.00,6.63,Chittorgarh(road)Bhusawal(rail)Sardarshahar,115.00,8.04,Chittorgarh(road)Pindwara(road)Sardarshahar,116.00,7.29
Chittorgarh,Sirohi,Chittorgarh(rail)Sirohi,86.00,5.27,Chittorgarh(road)Bhubaneswar(rail)Sirohi,105.00,7.94,Chittorgarh(road)Bhusawal(road)Sirohi,107.00,9.57,Chittorgarh(rail)Karaikal(rail)Sirohi,112.00,10.02,Chittorgarh(rail)Chatrapur(road)Sirohi,114.00,8.03
Chittorgarh,Jaysingpur,Chittorgarh(rail)Jaysingpur,63.00,4.68,Chittorgarh(rail)Harihar(road)Jaysingpur,108.00,9.50,Chittorgarh(road)Rasayani(rail)Jaysingpur,121.00,11.13,Chittorgarh(road)Hyderabad(rail)Jaysingpur,123.00,12.19,Chittorgarh(road)Pindwara(rail)Jaysingpur,127.00,8.14
Chittorgarh,Ramanagara,Chittorgarh(rail)Ramanagara,84.00,5.79,Chittorgarh(rail)Medinipur(rail)Ramanagara,101.00,10.67,Chittorgarh(rail)Delhi(rail)Ramanagara,109.00,9.19,Chittorgarh(road)Hyderabad(rail)Ramanagara,117.00,10.24,Chittorgarh(road)Rasayani(road)Ramanagara,120.00,11.57
Chittorgarh,Hyderabad,Chittorgarh(road)Hyderabad,62.00,5.92,Chittorgarh(road)Kushtagi(rail)Hyderabad,120.00,10.01,Chittorgarh(road)Channapatna(rail)Hyderabad,122.00,9.83,Chittorgarh(road)Rasayani(road)Hyderabad,123.00,10.33,Chittorgarh(rail)Jalpaiguri(rail)Hyderabad,129.00,11.73
Chittorgarh,Channapatna,Chittorgarh(road)Channapatna,71.00,4.89,Chittorgarh(road)Bhusawal(road)Channapatna,109.00,9.40,Chittorgarh(rail)Medinipur(road)Channapatna,115.00,9.77,Chittorgarh(road)Jadugora(rail)Channapatna,116.00,10.73,Chittorgarh(rail)Delhi(rail)Channapatna,117.00,6.32
Chittorgarh,Surendranagar,Chittorgarh(road)Bhubaneswar(rail)Surendranagar,109.00,7.46,Chittorgarh(rail)Karaikal(road)Surendranagar,110.00,8.99,Chittorgarh(road)Channapatna(rail)Surendranagar,117.00,11.36,Chittorgarh(road)Himmatnagar(rail)Surendranagar,122.00,7.87,Chittorgarh(road)Rasayani(rail)Surendranagar,131.00,10.20
Chittorgarh,Thiruvalla,Chittorgarh(rail)Thiruvalla,97.00,5.38,Chittorgarh(rail)Chatrapur(rail)Thiruvalla,105.00,9.62,Chittorgarh(rail)Medinipur(rail)Thiruvalla,112.00,12.65,Chittorgarh(rail)Harihar(road)Thiruvalla,115.00,9.62,Chittorgarh(road)Hyderabad(road)Thiruvalla,120.00,9.64
Chittorgarh,Ranebennur,Chittorgarh(rail)Ranebennur,114.00,6.17,Chittorgarh(road)Hyderabad(road)Ranebennur,116.00,11.78,Chittorgarh(road)Bhubaneswar(rail)Durg(rail)Ranebennur,134.00,11.75,Chittorgarh(rail)Delhi(rail)Ranebennur,137.00,5.86,Chittorgarh(road)Malerkotla(rail)Ranebennur,138.00,7.31
Chittorgarh,Karaikal,Chittorgarh(rail)Karaikal,46.00,3.13,Chittorgarh(road)Bhusawal(road)Karaikal,121.00,7.97,Chittorgarh(rail)Ramanagara(rail)Karaikal,124.00,9.06,Chittorgarh(road)Hyderabad(rail)Karaikal,127.00,9.42,Chittorgarh(rail)Sirohi(rail)Karaikal,131.00,9.31
Chittorgarh,Belgaum,Chittorgarh(road)Bhubaneswar(rail)Belgaum,98.00,6.49,Chittorgarh(rail)Delhi(rail)Belgaum,98.00,8.02,Chittorgarh(rail)Sagar(rail)Belgaum,101.00,12.19,Chittorgarh(rail)Karaikal(rail)Belgaum,109.00,8.42,Chittorgarh(road)Pindwara(rail)Belgaum,109.00,8.06
Chittorgarh,Chatrapur,Chittorgarh(rail)Chatrapur,59.00,3.25,Chittorgarh(road)Bhubaneswar(rail)Chatrapur,95.00,8.66,Chittorgarh(rail)Delhi(rail)Chatrapur,118.00,7.88,Chittorgarh(road)Kushtagi(road)Chatrapur,128.00,9.36,Chittorgarh(rail)Ramanagara(rail)Chatrapur,129.00,12.34
Chittorgarh,Suri,Chittorgarh(road)Suri,106.00,4.07,Chittorgarh(road)Bhusawal(rail)Suri,107.00,8.10,Chittorgarh(rail)Medinipur(road)Suri,108.00,9.40,Chittorgarh(road)Kushtagi(road)Suri,119.00,8.61,Chittorgarh(road)Hyderabad(rail)Suri,120.00,9.92
Chittorgarh,Bhubaneswar,Chittorgarh(road)Bhubaneswar,50.00,3.85,Chittorgarh(rail)Karaikal(rail)Bhubaneswar,87.00,8.55,Chittorgarh(road)Pindwara(rail)Bhubaneswar,108.00,9.89,Chittorgarh(rail)Medinipur(rail)Bhubaneswar,114.00,11.96,Chittorgarh(road)Himmatnagar(road)Bhubaneswar,137.00,8.23
Chittorgarh,Mahuva,Chittorgarh(rail)Delhi(rail)Mahuva,106.00,9.05,Chittorgarh(rail)Mahuva,107.00,6.45,Chittorgarh(rail)Harihar(road)Mahuva,117.00,5.76,Chittorgarh(road)Pindwara(road)Mahuva,117.00,8.63,Chittorgarh(rail)Sagar(road)Mahuva,120.00,9.22
Chittorgarh,Jagadhri,Chittorgarh(rail)Delhi(rail)Jagadhri,90.00,7.09,Chittorgarh(rail)Karaikal(rail)Jagadhri,93.00,9.20,Chittorgarh(road)Bhusawal(rail)Jagadhri,97.00,8.00,Chittorgarh(rail)Medinipur(rail)Jagadhri,107.00,12.44,Chittorgarh(rail)Sagar(road)Jagadhri,121.00,8.70
Chittorgarh,Barh,Chittorgarh(rail)Barh,101.00,3.60,Chittorgarh(road)Kushtagi(rail)Barh,101.00,8.15,Chittorgarh(rail)Jaysingpur(rail)Barh,116.00,9.85,Chittorgarh(road)Bhusawal(road)Barh,124.00,10.26,Chittorgarh(rail)Chatrapur(rail)Barh,124.00,8.65
Chittorgarh,Bhusawal,Chittorgarh(road)Bhusawal,51.00,4.75,Chittorgarh(road)Kushtagi(rail)Bhusawal,104.00,8.64,Chittorgarh(rail)Jaysingpur(road)Bhusawal,115.00,10.19,Chittorgarh(road)Bhubaneswar(road)Bhusawal,118.00,6.81,Chittorgarh(rail)Chatrapur(road)Bhusawal,122.00,5.30
Chittorgarh,Alipurduar,Chittorgarh(road)Bhusawal(rail)Alipurduar,106.00,9.62,Chittorgarh(road)Bhubaneswar(road)Alipurduar,107.00,7.37,Chittorgarh(road)Kushtagi(rail)Alipurduar,119.00,7.30,Chittorgarh(road)Jadugora(rail)Alipurduar,119.00,9.15,Chittorgarh(road)Alipurduar,123.00,2.54
Chittorgarh,Kollam,Chittorgarh(road)Bhusawal(road)Kollam,102.00,10.34,Chittorgarh(rail)Karaikal(road)Kollam,104.00,6.66,Chittorgarh(rail)Chatrapur(rail)Kollam,112.00,6.27,Chittorgarh(rail)Sagar(rail)Kollam,114.00,9.44,Chittorgarh(road)Hyderabad(rail)Kollam,120.00,8.71
Chittorgarh,Medinipur,Chittorgarh(rail)Medinipur,57.00,5.70,Chittorgarh(road)Bhubaneswar(rail)Medinipur,105.00,10.24,Chittorgarh(rail)Harihar(rail)Medinipur,106.00,6.44,Chittorgarh(rail)Haringhata(rail)Medinipur,125.00,10.28,Chittorgarh(rail)Delhi(rail)Sardarshahar(rail)Medinipur,136.00,12.16
Chittorgarh,Patan,Chittorgarh(rail)Chatrapur(rail)Patan,100.00,9.99,Chittorgarh(rail)Delhi(road)Patan,105.00,5.37,Chittorgarh(rail)Medinipur(road)Patan,114.00,10.12,Chittorgarh(rail)Jaysingpur(road)Patan,119.00,10.23,Chittorgarh(road)Bhusawal(road)Patan,121.00,7.80
